pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
11225,felixrieseberg,Volunteers,ckerr,Employees,No
11224,felixrieseberg,Volunteers,ckerr,Employees,No
11218,him2him2,Volunteers,ckerr,Employees,No
11217,him2him2,Volunteers,codebytere,Volunteers,No
11208,zcbenz,Employees,zcbenz,Employees,Yes
11207,kstar0714,Volunteers,ckerr,Employees,No
11204,andykog,Volunteers,MarshallOfSound,Volunteers,No
11203,zeke,Employees,zeke,Employees,Yes
11199,duswlsgur,Volunteers,vanessayuenn,Employees,No
11191,codebytere,Volunteers,ckerr,Employees,No
11187,felixrieseberg,Volunteers,ckerr,Employees,No
11186,zeke,Employees,jkleinsc,Employees,No
11185,felixrieseberg,Volunteers,ckerr,Employees,No
11184,felixrieseberg,Volunteers,ckerr,Employees,No
11178,vanessayuenn,Employees,ckerr,Employees,No
11176,mgc,Volunteers,zcbenz,Employees,No
11171,him2him2,Volunteers,codebytere,Volunteers,No
11170,him2him2,Volunteers,ckerr,Employees,No
11168,sethlu,Volunteers,zcbenz,Employees,No
11167,simast,Volunteers,ckerr,Employees,No
11166,sethlu,Volunteers,zcbenz,Employees,No
11164,felixrieseberg,Volunteers,ckerr,Employees,No
11158,felixrieseberg,Volunteers,ckerr,Employees,No
11154,jkleinsc,Employees,zcbenz,Employees,No
11153,jkleinsc,Employees,jkleinsc,Employees,Yes
11152,zeke,Employees,zeke,Employees,Yes
11145,OuYancey,Volunteers,jkleinsc,Employees,No
11144,dittos,Volunteers,zcbenz,Employees,No
11141,MarshallOfSound,Volunteers,ckerr,Employees,No
11140,alexeykuzmin,Volunteers,ckerr,Employees,No
11139,alexeykuzmin,Volunteers,ckerr,Employees,No
11135,codebytere,Volunteers,ckerr,Employees,No
11133,alexeykuzmin,Volunteers,codebytere,Volunteers,No
11131,hugomano,Volunteers,zcbenz,Employees,No
11127,jkleinsc,Employees,jkleinsc,Employees,Yes
11126,numaanashraf,Volunteers,ckerr,Employees,No
11125,tarruda,Volunteers,jkleinsc,Employees,No
11124,tarruda,Volunteers,codebytere,Volunteers,No
11117,codebytere,Volunteers,ckerr,Employees,No
11108,oktapodia,Volunteers,zcbenz,Employees,No
11103,felixrieseberg,Volunteers,ckerr,Employees,No
11100,Raul6469,Volunteers,ckerr,Employees,No
11099,MarshallOfSound,Volunteers,ckerr,Employees,No
11097,brenca,Volunteers,ckerr,Employees,No
11093,zeke,Employees,ckerr,Employees,No
11092,MarshallOfSound,Volunteers,zcbenz,Employees,No
11088,zeke,Employees,ckerr,Employees,No
11087,felixrieseberg,Volunteers,MarshallOfSound,Volunteers,No
11079,sdj01044,Volunteers,ckerr,Employees,No
11060,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
11059,felixrieseberg,Volunteers,zcbenz,Employees,No
11058,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
11056,ajmacd,Volunteers,MarshallOfSound,Volunteers,No
11055,felixrieseberg,Volunteers,MarshallOfSound,Volunteers,No
11054,jkleinsc,Employees,jkleinsc,Employees,Yes
11048,Toinane,Volunteers,MarshallOfSound,Volunteers,No
11039,zeke,Employees,ckerr,Employees,No
11038,dashersw,Volunteers,MarshallOfSound,Volunteers,No
11032,groundwater,Employees,zeke,Employees,No
11022,ChangJoo-Park,Volunteers,ckerr,Employees,No
11020,pfrazee,Volunteers,ckerr,Employees,No
11013,alexeykuzmin,Volunteers,MarshallOfSound,Volunteers,No
11009,felixrieseberg,Volunteers,MarshallOfSound,Volunteers,No
11008,tarruda,Volunteers,ckerr,Employees,No
11007,felixrieseberg,Volunteers,codebytere,Volunteers,No
11005,ckerr,Employees,MarshallOfSound,Volunteers,No
11004,poiru,Volunteers,MarshallOfSound,Volunteers,No
11001,vanessayuenn,Employees,vanessayuenn,Employees,Yes
11000,sdj01044,Volunteers,zeke,Employees,No
10997,xxczaki,Volunteers,ckerr,Employees,No
10995,ckerr,Employees,codebytere,Volunteers,No
10992,codebytere,Volunteers,codebytere,Volunteers,Yes
10990,alexeykuzmin,Volunteers,jkleinsc,Employees,No
10989,alexeykuzmin,Volunteers,codebytere,Volunteers,No
10987,codebytere,Volunteers,codebytere,Volunteers,Yes
10977,alexeykuzmin,Volunteers,codebytere,Volunteers,No
10974,codebytere,Volunteers,codebytere,Volunteers,Yes
10972,felixrieseberg,Volunteers,ckerr,Employees,No
10954,felixrieseberg,Volunteers,MarshallOfSound,Volunteers,No
10953,felixrieseberg,Volunteers,jkleinsc,Employees,No
10945,codebytere,Volunteers,codebytere,Volunteers,Yes
10944,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
10943,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
10942,codebytere,Volunteers,codebytere,Volunteers,Yes
10941,codebytere,Volunteers,codebytere,Volunteers,Yes
10938,codebytere,Volunteers,codebytere,Volunteers,Yes
10936,robinwassen,Volunteers,zcbenz,Employees,No
10923,jkleinsc,Employees,ckerr,Employees,No
10922,Siilwyn,Volunteers,jkleinsc,Employees,No
10918,pfrazee,Volunteers,zcbenz,Employees,No
10912,Ajeey,Volunteers,zcbenz,Employees,No
10911,codebytere,Volunteers,codebytere,Volunteers,Yes
10909,codebytere,Volunteers,codebytere,Volunteers,Yes
10902,mattlyons0,Volunteers,ckerr,Employees,No
10900,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10899,jkleinsc,Employees,jkleinsc,Employees,Yes
10898,jkleinsc,Employees,ckerr,Employees,No
10896,codebytere,Volunteers,codebytere,Volunteers,Yes
10893,mxschmitt,Volunteers,jkleinsc,Employees,No
10890,demopark,Volunteers,codebytere,Volunteers,No
10889,mgc,Volunteers,jkleinsc,Employees,No
10888,codebytere,Volunteers,codebytere,Volunteers,Yes
10874,Toinane,Volunteers,zeke,Employees,No
10873,ahmedmohamedali,Volunteers,jkleinsc,Employees,No
10856,dittos,Volunteers,zcbenz,Employees,No
10839,qazbnm456,Volunteers,zeke,Employees,No
10834,Vehemos,Volunteers,jkleinsc,Employees,No
10829,zombieleet,Volunteers,jkleinsc,Employees,No
10827,jkleinsc,Employees,jkleinsc,Employees,Yes
10825,vanessayuenn,Employees,zeke,Employees,No
10812,alespergl,Volunteers,zcbenz,Employees,No
10810,qazbnm456,Volunteers,jkleinsc,Employees,No
10804,robinwassen,Volunteers,zcbenz,Employees,No
10795,samthomson,Volunteers,zeke,Employees,No
10793,ahmedmohamedali,Volunteers,zcbenz,Employees,No
10777,revi,Volunteers,zeke,Employees,No
10773,jeroenvisser101,Volunteers,MarshallOfSound,Volunteers,No
10762,nuriu,Volunteers,codebytere,Volunteers,No
10759,jkleinsc,Employees,jkleinsc,Employees,Yes
10758,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10756,jkleinsc,Employees,jkleinsc,Employees,Yes
10749,demopark,Volunteers,vanessayuenn,Employees,No
10748,demopark,Volunteers,vanessayuenn,Employees,No
10746,poiru,Volunteers,poiru,Volunteers,Yes
10744,robinwassen,Volunteers,jkleinsc,Employees,No
10743,jkleinsc,Employees,jkleinsc,Employees,Yes
10740,demopark,Volunteers,vanessayuenn,Employees,No
10731,excfergodst,Volunteers,zeke,Employees,No
10730,excfergodst,Volunteers,zeke,Employees,No
10728,excfergodst,Volunteers,zeke,Employees,No
10727,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
10725,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
10719,yunzhenhuan,Volunteers,zeke,Employees,No
10715,alespergl,Volunteers,zeke,Employees,No
10713,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10712,codebytere,Volunteers,zeke,Employees,No
10711,yuya-oc,Volunteers,zcbenz,Employees,No
10709,MarshallOfSound,Volunteers,zcbenz,Employees,No
10708,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10696,primalmotion,Volunteers,jkleinsc,Employees,No
10694,zcbenz,Employees,jkleinsc,Employees,No
10693,makerGeek,Volunteers,zcbenz,Employees,No
10690,jkleinsc,Employees,jkleinsc,Employees,Yes
10688,jkleinsc,Employees,jkleinsc,Employees,Yes
10687,jkleinsc,Employees,jkleinsc,Employees,Yes
10683,jkleinsc,Employees,jkleinsc,Employees,Yes
10681,fplucas,Volunteers,zeke,Employees,No
10680,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10677,rhysd,Volunteers,jkleinsc,Employees,No
10676,qazbnm456,Volunteers,zcbenz,Employees,No
10670,codebytere,Volunteers,codebytere,Volunteers,Yes
10667,dittos,Volunteers,zcbenz,Employees,No
10661,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10660,codebytere,Volunteers,codebytere,Volunteers,Yes
10647,jkleinsc,Employees,jkleinsc,Employees,Yes
10644,jkleinsc,Employees,jkleinsc,Employees,Yes
10643,jkleinsc,Employees,jkleinsc,Employees,Yes
10639,enlight,Volunteers,jkleinsc,Employees,No
10633,codebytere,Volunteers,codebytere,Volunteers,Yes
10631,poiru,Volunteers,poiru,Volunteers,Yes
10630,poiru,Volunteers,poiru,Volunteers,Yes
10628,poiru,Volunteers,poiru,Volunteers,Yes
10627,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10620,zcbenz,Employees,zcbenz,Employees,Yes
10618,codebytere,Volunteers,codebytere,Volunteers,Yes
10614,zcbenz,Employees,zeke,Employees,No
10612,felixrieseberg,Volunteers,zeke,Employees,No
10611,felixrieseberg,Volunteers,felixrieseberg,Volunteers,Yes
10609,alespergl,Volunteers,zcbenz,Employees,No
10602,zcbenz,Employees,zcbenz,Employees,Yes
10592,zeke,Employees,zeke,Employees,Yes
10591,zeke,Employees,jkleinsc,Employees,No
10587,jkleinsc,Employees,jkleinsc,Employees,Yes
10586,MarshallOfSound,Volunteers,jkleinsc,Employees,No
10585,jkleinsc,Employees,jkleinsc,Employees,Yes
10573,zeke,Employees,zeke,Employees,Yes
10558,Tyriar,Volunteers,zeke,Employees,No
10555,zeke,Employees,zeke,Employees,Yes
10552,codebytere,Volunteers,codebytere,Volunteers,Yes
10550,ColMugX,Volunteers,zeke,Employees,No
10542,EthianWong,Volunteers,zeke,Employees,No
10540,bpasero,Volunteers,MarshallOfSound,Volunteers,No
10537,qazbnm456,Volunteers,jkleinsc,Employees,No
10534,robbix1206,Volunteers,jkleinsc,Employees,No
10520,Alex-D,Volunteers,zcbenz,Employees,No
10518,MarshallOfSound,Volunteers,MarshallOfSound,Volunteers,Yes
10517,yuya-oc,Volunteers,alespergl,Volunteers,No
10516,alespergl,Volunteers,zcbenz,Employees,No
10514,zcbenz,Employees,zcbenz,Employees,Yes
10510,brenca,Volunteers,zcbenz,Employees,No
10509,kewde,Volunteers,miniak,Volunteers,No
10508,danielma,Volunteers,zcbenz,Employees,No
10505,qazbnm456,Volunteers,zeke,Employees,No
10502,jkleinsc,Employees,jkleinsc,Employees,Yes
10499,miniak,Volunteers,miniak,Volunteers,Yes
10497,Toinane,Volunteers,zeke,Employees,No
10492,zcbenz,Employees,zcbenz,Employees,Yes
10487,Toinane,Volunteers,zeke,Employees,No
10483,jublo,Volunteers,poiru,Volunteers,No
10481,John2143,Volunteers,zeke,Employees,No
10472,lucaslopes,Volunteers,zeke,Employees,No
10469,poiru,Volunteers,poiru,Volunteers,Yes
10454,MarshallOfSound,Volunteers,zeke,Employees,No
10453,bpasero,Volunteers,MarshallOfSound,Volunteers,No
10450,jkleinsc,Employees,jkleinsc,Employees,Yes
10430,MarshallOfSound,Volunteers,zcbenz,Employees,No
10429,qazbnm456,Volunteers,zcbenz,Employees,No
10403,vanessayuenn,Employees,jkleinsc,Employees,No
10396,alespergl,Volunteers,zcbenz,Employees,No
10395,alespergl,Volunteers,zcbenz,Employees,No
10394,zcbenz,Employees,zcbenz,Employees,Yes
10393,j3l11234,Volunteers,zcbenz,Employees,No
10390,jkleinsc,Employees,jkleinsc,Employees,Yes
10389,zeke,Employees,zeke,Employees,Yes
10380,MarshallOfSound,Volunteers,zeke,Employees,No
10377,zcbenz,Employees,jkleinsc,Employees,No
10375,felixrieseberg,Volunteers,jkleinsc,Employees,No
10374,felixrieseberg,Volunteers,jkleinsc,Employees,No
10366,syohex,Volunteers,zcbenz,Employees,No
10365,alespergl,Volunteers,jkleinsc,Employees,No
10361,sbannigan,Volunteers,zcbenz,Employees,No
10356,vanessayuenn,Employees,zeke,Employees,No
10355,owais,Volunteers,zcbenz,Employees,No
10344,jkleinsc,Employees,jkleinsc,Employees,Yes
10336,zeke,Employees,zeke,Employees,Yes
10333,zeke,Employees,jkleinsc,Employees,No
10328,zeke,Employees,zeke,Employees,Yes
10326,develar,Volunteers,zeke,Employees,No
10321,kaylanm,Volunteers,zcbenz,Employees,No
10318,zcbenz,Employees,zcbenz,Employees,Yes
10308,zcbenz,Employees,zcbenz,Employees,Yes
10307,liusy182,Volunteers,zcbenz,Employees,No
10306,lisurc,Volunteers,zeke,Employees,No
10305,ivmirx,Volunteers,zcbenz,Employees,No
10304,kyo-ago,Volunteers,zeke,Employees,No
10303,MathieuDebit,Volunteers,vanessayuenn,Employees,No
10298,joshaber,Employees,zcbenz,Employees,No
10293,CharlieHess,Volunteers,CharlieHess,Volunteers,Yes
10289,zcbenz,Employees,zcbenz,Employees,Yes
10283,vanessayuenn,Employees,vanessayuenn,Employees,Yes
10280,alexeykuzmin,Volunteers,zcbenz,Employees,No
10279,alexeykuzmin,Volunteers,zcbenz,Employees,No
10277,alespergl,Volunteers,zcbenz,Employees,No
10275,juturu,Volunteers,MarshallOfSound,Volunteers,No
10273,rhysd,Volunteers,zcbenz,Employees,No
10271,kaylanm,Volunteers,zcbenz,Employees,No
10266,zeke,Employees,zeke,Employees,Yes
10264,tarruda,Volunteers,zcbenz,Employees,No
10254,zachflower,Volunteers,zcbenz,Employees,No
10253,tarruda,Volunteers,zcbenz,Employees,No
10251,leo,Volunteers,zeke,Employees,No
10250,zeke,Employees,zeke,Employees,Yes
10246,zeke,Employees,jkleinsc,Employees,No
10232,felixrieseberg,Volunteers,MarshallOfSound,Volunteers,No
10230,zeke,Employees,jkleinsc,Employees,No
10225,zeke,Employees,zeke,Employees,Yes
10223,ajmacd,Volunteers,zcbenz,Employees,No
10219,HAMIDx9,Volunteers,zcbenz,Employees,No
10215,alexeykuzmin,Volunteers,zeke,Employees,No
10214,psh0628,Volunteers,zeke,Employees,No
10213,alexeykuzmin,Volunteers,codebytere,Volunteers,No
10209,jkleinsc,Employees,jkleinsc,Employees,Yes
10204,zcbenz,Employees,jkleinsc,Employees,No
10191,codebytere,Volunteers,zeke,Employees,No
10190,zeke,Employees,zeke,Employees,Yes
10183,andens,Volunteers,zcbenz,Employees,No
10181,kevinsawicki,Employees,jkleinsc,Employees,No
10175,zcbenz,Employees,zcbenz,Employees,Yes
10173,zeke,Employees,vanessayuenn,Employees,No
10172,vanessayuenn,Employees,vanessayuenn,Employees,Yes
10166,zeke,Employees,jkleinsc,Employees,No
10164,jkleinsc,Employees,zeke,Employees,No
10162,zcbenz,Employees,zcbenz,Employees,Yes
10161,zcbenz,Employees,zcbenz,Employees,Yes
10160,liusy182,Volunteers,jkleinsc,Employees,No
10157,runinspring,Volunteers,vanessayuenn,Employees,No
10148,jkleinsc,Employees,zcbenz,Employees,No
10143,alespergl,Volunteers,alespergl,Volunteers,Yes
10142,MarshallOfSound,Volunteers,jkleinsc,Employees,No
10138,zeke,Employees,jkleinsc,Employees,No
10133,MarshallOfSound,Volunteers,zeke,Employees,No
10131,alopix,Volunteers,zeke,Employees,No
10127,zeke,Employees,zeke,Employees,Yes
10126,jkleinsc,Employees,jkleinsc,Employees,Yes
10125,codebytere,Volunteers,codebytere,Volunteers,Yes
10116,zeke,Employees,jkleinsc,Employees,No
10113,lsegal,Volunteers,zeke,Employees,No
10103,fab1an,Volunteers,zeke,Employees,No
10099,zcbenz,Employees,zcbenz,Employees,Yes
10097,liusy182,Volunteers,poiru,Volunteers,No
10085,zeke,Employees,zeke,Employees,Yes
10081,renaesop,Volunteers,zcbenz,Employees,No
10076,alexstrat,Volunteers,zcbenz,Employees,No
10075,alexstrat,Volunteers,zcbenz,Employees,No
10071,joshaber,Employees,kevinsawicki,Employees,No
10070,zcbenz,Employees,zcbenz,Employees,Yes
10062,joe-re,Volunteers,zeke,Employees,No
10058,zeke,Employees,zeke,Employees,Yes
10053,alespergl,Volunteers,alespergl,Volunteers,Yes
10052,poiru,Volunteers,zcbenz,Employees,No
10050,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10049,zeke,Employees,kevinsawicki,Employees,No
10048,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10046,omerfarukozdemir,Volunteers,kevinsawicki,Employees,No
10015,kevinsawicki,Employees,kevinsawicki,Employees,Yes
10008,qazbnm456,Volunteers,kevinsawicki,Employees,No
10004,TiagoDanin,Volunteers,zeke,Employees,No
10003,poiru,Volunteers,poiru,Volunteers,Yes
9992,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9991,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9989,zeke,Employees,zeke,Employees,Yes
9988,kant2002,Volunteers,zeke,Employees,No
9983,juturu,Volunteers,kevinsawicki,Employees,No
9975,wayne-kim,Volunteers,zcbenz,Employees,No
9974,wan-qy,Volunteers,zeke,Employees,No
9972,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9967,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9964,Raul6469,Volunteers,zeke,Employees,No
9963,wayne-kim,Volunteers,kevinsawicki,Employees,No
9962,ferreus,Volunteers,zcbenz,Employees,No
9961,MarshallOfSound,Volunteers,zcbenz,Employees,No
9959,zeke,Employees,kevinsawicki,Employees,No
9953,alexstrat,Volunteers,kevinsawicki,Employees,No
9951,alexstrat,Volunteers,zcbenz,Employees,No
9950,alexstrat,Volunteers,zcbenz,Employees,No
9947,njbmartin,Volunteers,kevinsawicki,Employees,No
9946,alexeykuzmin,Volunteers,jkleinsc,Employees,No
9934,alespergl,Volunteers,alespergl,Volunteers,Yes
9931,fasterthanlime,Volunteers,kevinsawicki,Employees,No
9929,alexeykuzmin,Volunteers,kevinsawicki,Employees,No
9918,alexstrat,Volunteers,jkleinsc,Employees,No
9903,miniak,Volunteers,miniak,Volunteers,Yes
9899,alespergl,Volunteers,alespergl,Volunteers,Yes
9896,ferreus,Volunteers,zcbenz,Employees,No
9892,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9883,zeke,Employees,kevinsawicki,Employees,No
9881,zeke,Employees,kevinsawicki,Employees,No
9870,zeke,Employees,kevinsawicki,Employees,No
9869,rafaelnobrepd,Volunteers,zcbenz,Employees,No
9867,kevinsawicki,Employees,alespergl,Volunteers,No
9857,alexeykuzmin,Volunteers,kevinsawicki,Employees,No
9856,paulcbetts,Volunteers,kevinsawicki,Employees,No
9855,paulcbetts,Volunteers,kevinsawicki,Employees,No
9853,zeke,Employees,kevinsawicki,Employees,No
9852,poiru,Volunteers,kevinsawicki,Employees,No
9847,timfish,Volunteers,kevinsawicki,Employees,No
9837,MarshallOfSound,Volunteers,kevinsawicki,Employees,No
9834,shubham2892,Volunteers,kevinsawicki,Employees,No
9828,poiru,Volunteers,kevinsawicki,Employees,No
9826,ccnokes,Volunteers,poiru,Volunteers,No
9824,jkleinsc,Employees,zcbenz,Employees,No
9819,ferreus,Volunteers,zcbenz,Employees,No
9814,shubham2892,Volunteers,vanessayuenn,Employees,No
9808,Gryff,Volunteers,kevinsawicki,Employees,No
9801,zeke,Employees,kevinsawicki,Employees,No
9800,zeke,Employees,zeke,Employees,Yes
9798,tonyganch,Volunteers,poiru,Volunteers,No
9788,shubham2892,Volunteers,kevinsawicki,Employees,No
9784,calmandniceperson,Volunteers,kevinsawicki,Employees,No
9782,jotafeldmann,Volunteers,kevinsawicki,Employees,No
9778,lepinay,Volunteers,kevinsawicki,Employees,No
9772,zeke,Employees,kevinsawicki,Employees,No
9769,kevinsawicki,Employees,zeke,Employees,No
9768,zeke,Employees,kevinsawicki,Employees,No
9767,poiru,Volunteers,kevinsawicki,Employees,No
9764,alespergl,Volunteers,alespergl,Volunteers,Yes
9760,shubham2892,Volunteers,kevinsawicki,Employees,No
9755,Nirmal4G,Volunteers,kevinsawicki,Employees,No
9754,t-hofmann,Volunteers,kevinsawicki,Employees,No
9751,zeke,Employees,kevinsawicki,Employees,No
9750,MarshallOfSound,Volunteers,zeke,Employees,No
9745,yuya-oc,Volunteers,kevinsawicki,Employees,No
9743,MarshallOfSound,Volunteers,kevinsawicki,Employees,No
9741,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9739,deepak1556,Volunteers,kevinsawicki,Employees,No
9738,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9733,qazbnm456,Volunteers,vanessayuenn,Employees,No
9725,danielma,Volunteers,zcbenz,Employees,No
9724,zeke,Employees,zeke,Employees,Yes
9721,brianfajardo,Volunteers,vanessayuenn,Employees,No
9716,dakira,Volunteers,vanessayuenn,Employees,No
9706,KagamiChan,Volunteers,kevinsawicki,Employees,No
9704,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9703,MarshallOfSound,Volunteers,kevinsawicki,Employees,No
9700,brenca,Volunteers,zcbenz,Employees,No
9695,shubham2892,Volunteers,kevinsawicki,Employees,No
9694,yuit,Volunteers,kevinsawicki,Employees,No
9687,poiru,Volunteers,kevinsawicki,Employees,No
9686,awaigand,Volunteers,kevinsawicki,Employees,No
9682,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9674,deepak1556,Volunteers,kevinsawicki,Employees,No
9667,solinium,Volunteers,kevinsawicki,Employees,No
9657,MarshallOfSound,Volunteers,kevinsawicki,Employees,No
9645,dharders,Volunteers,kevinsawicki,Employees,No
9644,juturu,Volunteers,kevinsawicki,Employees,No
9640,zeke,Employees,zeke,Employees,Yes
9636,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9634,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9630,cifratila,Volunteers,kevinsawicki,Employees,No
9627,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9623,miniak,Volunteers,kevinsawicki,Employees,No
9615,iamsingla9,Volunteers,kevinsawicki,Employees,No
9610,shubham2892,Volunteers,kevinsawicki,Employees,No
9603,kevinsawicki,Employees,zcbenz,Employees,No
9602,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9599,CharlieHess,Volunteers,zeke,Employees,No
9597,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9596,kevinsawicki,Employees,kevinsawicki,Employees,Yes
9592,poiru,Volunteers,poiru,Volunteers,Yes
